"title","tag","serving","ingredients","rating","time","instructions","link"
"Shaved Asparagus and Radish Salad","Salads And Dressings,Vegetables,Anchovy Fillet,Asparagus,Radish,Dinner,Lunch,Appetizer,Side Dish,Spring","Yield: 6 servings","3
tablespoons fruity, flavorful extra-virgin olive oil

Zest of 1 lemon
2
tablespoons lemon juice
4
anchovy fillets, rinsed, blotted and roughly chopped

Salt and pepper
1
pound asparagus, medium-thick spears if possible
1
cup thinly sliced daikon radish or other radish, preferably a mixture of colors (or more to taste)","91 user ratings","15 minutes","Step 1
In a small bowl, whisk together olive oil, lemon zest, lemon juice and anchovy. Season the dressing with salt and pepper.
Step 2
Snap off and discard the tough end of each asparagus spear. Using a sharp knife, slice asparagus lengthwise into ribbons. For skinny asparagus, just halve lengthwise.
Step 3
Place sliced asparagus in a large salad bowl. Toss with salt and pepper, then add the dressing and toss to coat.
Step 4
For each serving, place a handful of dressed asparagus on a plate. Surround with slices of colorful radish, and tuck a few more slices among the asparagus ribbons. Sprinkle radishes lightly with salt.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023090-shaved-asparagus-and-radish-salad"
"Rhubarb Crumble","Pies And Tarts,Pistachio,Rhubarb,Sugar,Dessert,Spring","Yield: 6 to 8 servings","For the Filling

About 2 pounds rhubarb stalks, peeled and cut into 1-inch cubes (6½ cups/783 grams)
1¼
cups/251 grams granulated sugar
3
tablespoons all-purpose flour
For the Topping
1
cup/128 grams all-purpose flour
¼
cup/52 grams granulated or brown sugar
¼
teaspoon baking powder

Pinch of salt

Pinch of ground ginger

Pinch of cinnamon
½
cup/113 grams cold unsalted butter, cut into very small pieces or grated on the big holes of a box grater
½
cup finely chopped or ground pistachios (optional)","275 user ratings","1½ hours","Step 1
Prepare the filling: Toss the rhubarb cubes with sugar and flour. Set aside and let macerate while you make the topping, about 20 minutes.
Step 2
Make the topping: Put flour, sugar, baking powder, salt, ginger and cinnamon in a bowl, and stir together. Add butter and work into flour with fingers or a fork, as if making pie dough. The mixture will be loose and crumbly. Stir in the pistachios, if using.
Step 3
Heat oven to 375 degrees. Transfer sugared rhubarb to a 9-inch baking dish, about 3 inches deep. Sprinkle topping loosely over fruit to a depth of about 1 inch.
Step 4
Place dish on a baking sheet and bake for about 1 hour, until topping is golden and filling is visibly bubbling at the edges. Cool slightly before serving.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023092-rhubarb-crumble"
"Tea Eggs","Chinese,Poultry,Egg,Soy Sauce,Tea,Dinner,Lunch,Snack,Appetizer,Side Dish","Yield: 12 eggs","12
large eggs
½
cup soy sauce
2
tablespoons shaoxing wine or dry sherry
2
teaspoons granulated sugar
4
slices peeled fresh ginger
1
whole star anise
1
teaspoon whole Sichuan or black peppercorns
1
teaspoon coarse salt
3
Chinese tea bags or ⅓ cup loose tea, such as oolong or jasmine","214 user ratings","30 minutes, plus 1 day’s soaking","Step 1
Take the eggs out of the refrigerator to let them warm up a bit. (Very cold eggs can crack when they hit boiling water.)
Step 2
Combine the soy sauce, shaoxing wine, sugar, ginger, star anise, peppercorns and salt in a medium saucepan. Add 3 cups water and the tea bags, and bring to a boil over medium-high heat. Reduce the heat to maintain a bare simmer while the eggs cook and cool.
Step 3
Bring a few inches of water in a large saucepan to a boil over high heat. Using a spoon, carefully and quickly add the eggs one at a time. Cook for 6 minutes for jammy yolks, 7 minutes for just-set yolks and 8 to 10 minutes for hard-boiled yolks. Pour the boiling water out of the saucepan, keeping the eggs back with a lid or spatula, then fill the saucepan with cold water from the tap. Let stand until the eggs are cool enough to handle, then drain.
Step 4
To create a marbled look, tap the eggs with the back of a spoon to create hairline fractures all over with some bigger cracks but without breaking off the shells. For solid-colored eggs, peel the eggs completely. Transfer the eggs to the soy sauce mixture. Remove from the heat. Cover the saucepan or transfer everything to an airtight container and refrigerate for at least 12 hours and up to 7 days before peeling the eggs and eating. For the clearest design, be sure to peel the eggs without removing the fine membrane between the shells and eggs.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023094-tea-eggs"
"Torta Rustica With Ricotta and Spinach","Italian,Pies And Tarts,Mozzarella,Ricotta,Spinach,Main Course,Easter","Yield: 10 to 12 servings","For the Dough
2½
cups/310 grams all-purpose flour, plus more as needed
2
tablespoons granulated sugar
¼
teaspoon fine sea or table salt
¾
cup/170 grams cold unsalted butter, cut into pieces
1
large egg
1
large egg white (save the yolk for the egg wash)

Zest from 1 lemon
3 to 4
tablespoons iced dry white wine or ice water spiked with ½ teaspoon cider or white wine vinegar
For the Filling
3
cups/24 ounces whole-milk ricotta
1
tablespoon extra-virgin olive oil

About 5 cups/5 ounces baby spinach or chard, coarsely chopped
2
garlic cloves, finely grated or minced
½
teaspoon fine sea or table salt, plus more as needed
2
large eggs
2
cups/8 ounces shredded fresh mozzarella
1
cup/4 ounces grated Pecorino Romano or Parmesan (pecorino is stronger, Parmesan is milder, or use a combination)
½
cup/4 ounces ham, diced (optional)
½
cup chopped parsley
1½
teaspoons freshly ground black pepper
⅛
teaspoon red-pepper flakes, plus more as needed
⅛
teaspoon freshly grated nutmeg

Egg wash (1 egg yolk beaten with 1 teaspoon water)","516 user ratings","About 2 hours, plus chilling and cooling","Step 1
Make the dough: In a food processor, pulse together the flour, sugar and salt. Add butter and pulse until the mixture forms lima bean-size pieces. Alternatively, mix together flour, sugar and salt in a large bowl, then add butter, working the pieces into the flour with your hands, squeezing and pinching them until the mixture looks like oatmeal.
Step 2
Add egg, egg white and lemon zest, and pulse after each addition. If working by hand, whisk together egg, egg white and lemon zest in a separate bowl, then mix into the butter mixture. Slowly add iced wine, 1 tablespoon at a time, and pulse or mix by hand until the dough just comes together. You may not need all the liquid. The dough should be moist, but not wet.
Step 3
Turn dough out onto a lightly floured surface, and gather and press it into a ball. Divide into 2 portions, one slightly larger than the other, and shape into disks. Wrap the disks tightly with plastic wrap and refrigerate for at least 1 hour and up to 5 days.
Step 4
When ready to bake, heat oven to 375 degrees.
Step 5
Make the filling: If your ricotta seems watery, put it in a sieve and let it drain while you cook the spinach.
Step 6
In a large skillet, heat oil over medium-high heat. Add spinach and cook until wilted, about 2 minutes. Stir in garlic and a large pinch of salt, and continue to cook until spinach is very dry, about 2 minutes longer. Transfer to a large bowl to cool. If any liquid accumulates as the spinach sits, pour it out of the bowl (you don’t want it to water down the ricotta).
Step 7
In a food processor, purée drained ricotta and eggs until just combined and smooth. Add to the bowl with the spinach and fold in mozzarella, pecorino, ham (if using), parsley, black pepper, ½ teaspoon salt, red-pepper flakes and nutmeg. Set aside when rolling out dough (or chill for up to 4 hours).
Step 8
On a lightly floured surface, roll out the larger pastry dough disk to a 14-inch circle, about ⅛-inch thick. Fit dough into a 9-inch springform pan, pressing the dough up the sides of the pan. Scrape filling into crust and spread evenly. Roll out second pastry disk to a 12-inch circle, about ⅛-inch thick. Cut ½-inch-wide strips and weave into a lattice on top of the filling. Seal, trim and crimp the edges. Brush the top of the torta with the egg wash.
Step 9
Place torta on sheet pan and bake until crust is crisp and brown, and filling is firm, 50 to 60 minutes. Cool on a rack for at least 45 minutes before serving.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023112-torta-rustica-with-ricotta-and-spinach"
"Caramelized Lemon Chicken","American,Lemon Curd,Roast Chicken,Whole Chicken,Dinner,Main Course,Fall,Spring,Winter","Yield: 4 servings","½
cup store-bought lemon curd

Kosher salt (Diamond Crystal)

Black pepper
1
chicken (about 3½ to 4½ pounds)
1
tablespoon olive oil","544 user ratings","1 hour 10 minutes","Step 1
Heat the oven to 400 degrees. Season the lemon curd with 2 teaspoons salt and 1 teaspoon black pepper.
Step 2
To butterfly the chicken, place the chicken on a cutting board, breast side down. Using sharp kitchen shears, remove the backbone by cutting on either side of the backbone. (Save the backbone for stock.) Flip the chicken, setting it breast side up, and flatten by pressing firmly in the center; you should hear a crack.
Step 3
Pat chicken dry. Season the chicken on both sides with 2 teaspoons salt and a generous grind of black pepper. Use the handle of a fork or spoon to loosen the skin from the chicken breasts and thighs (you’ll find openings at their tops).
Step 4
Spread about three-quarters of the lemon curd between the skin and meat. Use your fingers to massage the curd around so it spreads out under the skin. Spread the rest of the lemon curd in a thin layer all over the chicken skin. Drizzle with the olive oil.
Step 5
Pour ¾ cup water into a large (at least 12-inch) oven-safe skillet, shallow roasting pan or sheet pan. (The water keeps the pan drippings from burning and keeps the chicken moist.) Add the chicken, skin side up. Tuck the wings under to prevent burning and turn the legs so the thighs face up. Roast until a thermometer registers 165 degrees in the thickest part of the thigh, 45 minutes to 1 hour, starting to check the chicken at 30 minutes. If at any point it starts getting too brown, cover it with foil. Let rest 10 minutes before carving.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023121-caramelized-lemon-chicken"
"Slow-Cooker Beef and Barley Soup","American,Soups And Stews,Beef,Beef Chuck,Pearl Barley,Slow Cooker,Dinner,Main Course,Fall,Winter","Yield: 6 to 8 servings","2
pounds boneless beef chuck, cut into 1-inch pieces, or 2 to 3 pounds bone-in beef short ribs (3 to 4); see Tip
1
quart chicken stock
3
medium carrots, sliced ½-inch-thick
1
large yellow onion, chopped
½
cup pearl barley
2
fresh thyme sprigs or 2 dried bay leaves
½
ounce dried porcini, crushed or chopped into small pieces

Kosher salt (Diamond Crystal) and black pepper
2
teaspoons apple cider vinegar, white wine vinegar or lemon juice, plus more as needed","636 user ratings","8 hours","Step 1
In a 5-to-8-quart slow cooker, add the beef, stock, carrots, onion, barley, thyme, porcini, 2 teaspoons salt, 1 teaspoon black pepper and 2 cups water. Stir to combine, cover and cook on low until the meat shreds when pulled with two forks, 6 to 8 hours.
Step 2
If your soup has fat on the surface, skim it with a spoon. (The amount will vary, depending on your cut of meat.) Remove and discard the thyme. If using chuck, shred the meat using two forks right in the pot; if using short ribs, transfer to a cutting board and pull the meat away from the bones. Remove any excess fat and cartilage, then chop and shred the meat and return it to the slow cooker. Stir in the vinegar. If the flavors taste muted, add salt and vinegar. If it’s too mild, add more black pepper.
Bone-in short ribs can be pricy but will create a richer broth than chuck. While 2 pounds of short ribs will still create a very savory broth, it will result in less meat in bowls.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023122-slow-cooker-beef-and-barley-soup"
"Keema Shimla Mirch (Ground Chicken With Bell Peppers)","Pakistani,Poultry,Green Bell Pepper,Ground Chicken,Tomato,Dinner,Weeknight,Main Course","Yield: 2 to 4 servings","¼
cup ghee or any neutral oil
1
medium onion, finely chopped
1
pound ground chicken
1
teaspoon ginger paste or freshly grated ginger
1
teaspoon garlic paste or freshly grated garlic
1
teaspoon fine sea salt
1
teaspoon cumin seeds
½
teaspoon kashmiri red chile powder or other ground red chile
¼
teaspoon ground coriander
¼
teaspoon ground turmeric
2
medium plum tomatoes, finely chopped
1
large green bell pepper, halved, seeded and thinly sliced about ¼-inch thick
3
fresh Thai green chiles, stems removed, chopped
¾
teaspoon garam masala
2 to 3
tablespoon lemon juice (from about ½ lemon)
2 to 3
tablespoons chopped fresh cilantro","628 user ratings","30 minutes","Step 1
In a medium (9-inch) pot or wok, heat ghee over medium-high until it has melted, about 30 to 45 seconds. Add onion and cook on medium, stirring occasionally, until translucent, about 4 to 5 minutes.
Step 2
Add chicken, ginger, garlic and salt, and cook on high, stirring occasionally, until most of the liquid has evaporated and some bits of the chicken start to crisp, about 7 to 10 minutes.
Step 3
Lower heat to medium and stir in cumin seeds, chile powder, coriander and turmeric. Add tomatoes and continue cooking, stirring occasionally, until the tomatoes start to break down, about 5 minutes.
Step 4
Add bell pepper and green chiles. Continue cooking on medium, stirring occasionally, until the bell pepper starts to soften but still maintains some crunch, about 5 to 7 minutes. Turn off the stove, then sprinkle with garam masala, lemon juice and fresh cilantro.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023125-keema-shimla-mirch-ground-chicken-with-bell-peppers"
"Tofu and Tomato Egg Drop Soup","Soups And Stews,Egg,Tofu,Tomato,Dinner,Lunch,Quick,Weeknight,Main Course,Vegetarian","Yield: 4 servings","1
tablespoon neutral oil
4
scallions, white and green parts separated, finely sliced
1
(1-inch) piece ginger, peeled and finely chopped
1
(28-ounce) can crushed tomatoes
3
cups vegetable stock
1
(14-ounce) package firm tofu, drained, patted dry and cut into ½-inch cubes
2
tablespoons ketchup
1½
teaspoons kosher salt (Diamond Crystal)
2
tablespoons granulated or brown sugar
2
teaspoons sesame oil
3
large eggs, well beaten","520 user ratings","15 minutes","Step 1
Place a large pot or Dutch oven over medium-high heat. When hot, add neutral oil and heat for 15 seconds. Add the scallion whites and ginger, and sizzle for 30 seconds until fragrant.
Step 2
Pour in the crushed tomatoes and vegetable stock, and stir to combine. Cover, reduce heat to medium and cook for 5 to 6 minutes to allow the flavors to meld.
Step 3
Add the tofu, ketchup, salt, sugar and sesame oil, and stir to combine. Taste and add more sugar and salt if needed. It should be slightly sweet, savory and a little tart. Increase heat to medium-high.
Step 4
When it comes to the boil, very slowly trickle the beaten eggs into the soup, moving in a zigzag or circular motion, distributing it evenly all over the surface of the soup. You can leave the egg to set without stirring, and this will give you larger chunks of egg. If you like longer strands, run a chopstick or wooden spoon slowly through the eggs as they set. The eggs should only take 30 to 60 seconds to cook. Turn off the heat immediately.
Step 5
Ladle soup into bowls and top with the green parts of the scallion. Eat immediately.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023123-tofu-and-tomato-egg-drop-soup"
"Capirotada (Mexican Bread Pudding)","Mexican,Casseroles,Apple,Banana,Bread Pudding,Stale Bread,Vegan,Vegetarian","Yield: 8 to 12 servings","1
large Gala apple, quartered
1
medium yellow onion, quartered and peeled
1
(8-ounce/226-gram) piloncillo cone
3
cinnamon sticks, preferably Ceylon
4
whole cloves

Pinch of salt
3
medium bananas
1
tablespoon vegan butter
1
large baguette or 3 to 4 large bolillos or birotes (about 14 ounces total), cut into 1-inch cubes and dried until stale or lightly toasted (see Tip)
½
cup/3 ounces raisins
½
cup/2 ounces almond slices or peanuts, plus more for serving
1
packed cup/4 ounces shredded Monterey Jack-style vegan cheese","274 user ratings","1½ hours, plus chilling and resting","Step 1
Add the apple, onion, piloncillo, cinnamon, cloves, salt and 1 whole peeled banana to a medium pot. Depending on what type of bread you are using, add 6 cups water (if using bolillos or birotes) or 7 cups (if using a dense baguette) to the pot. Cover and bring to a boil, then turn to medium-low to simmer for 15 minutes, until the piloncillo has dissolved and the liquid becomes fragrant. Turn off the heat and let steep for 5 minutes.
Step 2
Pour the liquid through a strainer or colander, reserving the liquid and discarding the solids. Thinly slice the remaining 2 bananas and set aside.
Step 3
Grease a 9-by-13-inch baking dish with the butter, and line the bottom of the dish with a half of the bread cubes. (You’ll need enough to cover the bottom of the dish in one layer.) Layer on half the sliced bananas, raisins, almonds and cheese. Ladle half of the liquid over the first layer until completely coated.
Step 4
Add another layer with the remaining bread, banana, raisins, almonds and cheese, then use the remaining liquid to coat the top layer. Gently press down on the bread to make sure it fully absorbs the liquid.
Step 5
Cover the baking dish with aluminum foil and allow the capirotada to sit in the refrigerator for at least 1 hour so the bread fully absorbs most of the liquid.
Step 6
Heat oven to 350 degrees. Add the capirotada, still covered with foil, and bake for 30 minutes. Remove the foil and bake for another 15 to 20 minutes, until the top layer lightly browns.
Step 7
Remove from the oven and let the capirotada rest for 20 minutes before serving so it fully sets. Serve with more almond slices.
To make sure the bread pudding has structure, start with firm stale or toasted bread cubes. If you’re working with fresh bread, you can cut it into cubes, disperse evenly on a large baking sheet and broil until golden and dried, cooking for 1 to 2 minutes until toasted on top, tossing, and cooking again 1 to 2 minutes until toasted all over.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023124-capirotada-mexican-bread-pudding"
"Yogurty Butter Beans With Pistachio Dukkah","Vegetables,Butter Bean,Dukkah,Pea,Appetizer,Main Course,Vegetarian","Yield: 2 to 4 servings","For the Dukkah
2
teaspoons coriander seeds
1
teaspoon cumin seeds
1½
teaspoons sesame seeds
⅓
cup/40 grams unsalted and roasted shelled pistachios
1
teaspoon dried oregano
1
teaspoon dried mint
¼
teaspoon fine sea salt
For the Beans
3
tablespoons olive oil
⅛
teaspoon ground turmeric
½
cup/110 grams plain Greek yogurt, at room temperature
1
garlic clove, minced
2
tablespoons fresh lemon juice

Fine sea salt and black pepper
2
(15.5-ounce) cans or 1 (700-gram) jar butter beans, rinsed and drained (3 cups/550 grams)
⅔
cup/90 grams frozen peas, thawed
¼
cup loosely packed/5 grams fresh picked dill
¼
cup loosely packed/5 grams fresh mint leaves
½
cup/80 grams coarsely crumbled feta","749 user ratings","15 minutes","Step 1
Start the dukkah: In a small pan set over medium heat, toast the coriander and cumin, shaking the pan occasionally, until the seeds are a shade darker and fragrant, 1 to 2 minutes. Transfer spices to a small bowl and repeat with the sesame seeds, toasting for 30 to 60 seconds. Add the sesame seeds to the same bowl to cool.
Step 2
While the seeds cool, start the beans by making turmeric oil: Add 1½ tablespoons oil to the pan used for the seeds. Heat over medium until visibly hot (shimmering and wavy) but not smoking, 2 to 3 minutes. Turn off the heat, stir in the turmeric and set aside to infuse and cool completely.
Step 3
While the turmeric oil cools, finish the dukkah: Add the pistachios, oregano, mint, salt and the cooled seeds to a food processor, using the smaller bowl insert if you have one. Pulse a few times until you have a rough crumble with larger pistachio pieces. Return to the small bowl.
Step 4
Finish the beans: In a large bowl, whisk together the yogurt, garlic, lemon juice, 1 tablespoon oil and ¼ teaspoon salt. Add the butter beans and use a spatula to gently coat in the yogurt dressing, being careful to not break apart the beans.
Step 5
In a separate bowl, mix together the peas, dill, mint and remaining 1½ teaspoons oil with ⅛ teaspoon salt and a good grind of pepper.
Step 6
Transfer the butter bean mixture to a large plate with a lip and top with the feta, followed by the pea mixture, the turmeric oil and a generous sprinkling of the dukkah. Serve the remaining dukkah to eat alongside.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023079-yogurty-butter-beans-with-pistachio-dukkah"
"Chocolate Church Cake","Southern,Buttermilk,Cocoa Powder,Heavy Cream,Layer Cake,Unsweetened Chocolate,Dessert,Easter","Yield: One 9-inch layer cake","For the Frosting
1½
cups/350 grams granulated sugar
1½
cups/325 grams heavy cream
8
ounces/225 grams unsweetened chocolate
6
ounces/170 grams unsalted butter
1
teaspoon vanilla paste or extract
For the Cake

Nonstick cooking spray
1
cup/120 grams unsweetened cocoa powder, dark (Dutch-processed) if available, plus more for pans
3½
cups/700 grams granulated sugar
2¾
cups/365 grams all-purpose flour (see Tip)
2
teaspoons baking powder
2
teaspoons baking soda
1½
teaspoons fine salt
3
large eggs, beaten
1½
cups/350 grams buttermilk, preferably cultured whole buttermilk
¾
cup/145 grams canola or other neutral oil
2
teaspoons pure vanilla extract","1326 user ratings","1 hour, plus cooling","Step 1
Make the frosting: In a large saucepan, bring sugar and cream to a boil over medium heat, stirring occasionally. Reduce heat to low and simmer for 6 minutes. Meanwhile, chop chocolate and cube butter. After the sugar mixture has simmered for 6 minutes, turn the heat off and add chocolate and butter to the saucepan. Stir until everything is melted. Stir in the vanilla. Remove from heat and let cool to room temperature while you make the cake. Do not stir until it has cooled almost entirely, likely for as long as it will take you to mix and bake the cake.
Step 2
Make the cake: Heat oven to 325 degrees. Coat three 9-inch round cake pans with nonstick cooking spray. Cut three rounds of parchment paper to fit the bottom of each pan and line each pan with one. Spray the parchment. Sprinkle the pans with cocoa powder to coat, tapping each pan over the sink or trash can to shake loose any excess.
Step 3
Meanwhile, in a very large bowl, whisk the sugar, flour, cocoa powder, baking powder, baking soda and salt. Make a well in the center. Bring 1½ cups water to a boil while you prepare your wet ingredients.
Step 4
Whisk the eggs, buttermilk, oil and vanilla in a medium bowl. Pour into the dry mixture and whisk gently until incorporated. It will be a bit clumpy but gently work it in. Pour in the boiling water to loosen the batter and gently whisk to combine, being careful not to splash.
Step 5
Divide the batter evenly among the prepared pans. Each pan should hold about 700 grams of batter. (Weighing your batter ensures even cooking and beautiful cake building.) Bake until a toothpick inserted in the center comes out with a few crumbs, 32 to 35 minutes. Set the pans on a wire rack to cool.
Step 6
When cakes are cooled, revisit your frosting, whisking to thicken and making sure not to overbeat or add any air or fluff to the frosting. Turn the cakes out of their pans and discard the parchment. Trim any rounded top off of each as evenly as possible.
Step 7
Assemble the cake: Scoop about ¾ cup of frosting on one layer set on a cake plate, then repeat with the second and third layers. You can refrigerate the cake in between frosting each layer to ensure that your frosting is set and firm so that your next layer will be propped up properly. If the frosting is too soft, the next layer will just flatten the filling. Frost the outside of the cake with the remaining frosting, letting it chill as you go if needed. Use an offset spatula or butter knife dipped in hot water and wiped clean to smooth and shine the finished cake. This cake keeps and is best served at room temperature for up to 2 days. It holds remarkably well in the refrigerator for up to one week and can be served cold.
You can substitute an equal amount of a gluten-free baking blend.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023117-chocolate-church-cake"
"Hot Cross Buns","Breads,Pastries,Bread Flour,Candied Orange Peel,Raisin,Breakfast,Brunch,Dessert,Spring,Winter,Christmas,Easter","Yield: 12 buns","For the Dough
1¼
cups/300 grams whole milk
2¼
teaspoons/7 grams active dry yeast (1 envelope)
¼
cup/50 grams granulated sugar, plus 1 teaspoon
3⅔
cups/500 grams bread flour, plus more if needed (see Tip)
1
teaspoon ground cinnamon
1
teaspoon ground ginger
½
teaspoon ground cardamom
1
teaspoon fine salt
4
tablespoons/56 grams unsalted butter, plus more for the bowl and pan
1
large egg
¾
cup/120 grams raisins (see Tip)
½
cup/78 grams diced candied orange peel
For the Topping
1¾
teaspoons orange blossom water (optional)
⅓
cup/50 grams bread flour (see Tip)
1
tablespoon granulated sugar","423 user ratings","4½ hours","Step 1
Make the dough: Heat the milk in a small saucepan over medium until steaming. Remove from the heat. Transfer ¼ cup/60 grams hot milk to a small bowl and let cool to 110 to 115 degrees if needed, about 1 minute. It should feel lukewarm if you stick your finger in it. Stir in the yeast and 1 teaspoon sugar. Let stand until foamy, about 5 minutes. If the yeast doesn’t foam, it’s dead and won’t help the dough rise. (You’ll have to buy some more and start over if this happens.)
Step 2
Meanwhile, whisk the remaining ¼ cup sugar with the flour, cinnamon, ginger, cardamom and salt in a large bowl or the bowl of a stand mixer. Add the butter to the milk in the saucepan and stir until it melts.
Step 3
When the butter has melted and the milk mixture is lukewarm, pour it into the dry ingredients, along with the yeast mixture and egg. If using a stand mixer, beat with the dough hook on medium-low speed until a smooth elastic ball forms, scraping the bowl and hook occasionally, about 10 minutes. The dough should feel sticky but not stick to your hands. If working by hand, mix the ingredients with your hand until a shaggy dough forms, then knead in the bowl to form a shaggy ball. Transfer to a work surface and continue kneading until smooth and elastic, about 15 minutes. You shouldn’t need to flour your surface, but, if the dough is sticking to it, lightly flour as needed.
Step 4
Add the raisins and candied orange peel to the dough and knead them in until evenly distributed. Form the dough into a ball.
Step 5
Generously butter a clean large bowl and transfer the dough ball to it. Turn the ball to coat with the butter, then cover the bowl with a clean kitchen towel. Let the dough rise in a warm place until doubled, about 1½ hours.
Step 6
Butter a 9-by-13-inch cake pan. Turn the dough out onto a clean work surface and divide into 12 even pieces (90 to 100 grams each) with a bench scraper, sharp knife or your hands. Form a piece into a ball by folding it over itself and pulling the stretchy dough over the fruit bits so they’re not sticking out. Once you have a smooth ball, pinch the seam at the bottom shut and place seam side down on the surface. Cup your hand over the ball and move your hand quickly in a circular motion to tighten the ball into a perfect round. Place in the prepared pan. Repeat with the remaining dough and arrange the balls in a 3-by-4 grid, spacing evenly apart. At this point, you can cover the pan tightly in plastic wrap and refrigerate for up to 1 day.
Step 7
Open a large, clean unscented produce, recycling or garbage bag and slip the pan into it. Fill a tall glass with hot water, place next to the pan in the bag and tie the bag shut. (This creates a warm, steamy environment for the dough to rise.) Let the balls rise until their sides are touching, about 1½ hours (longer if the dough has been chilled).
Step 8
When the dough is almost done rising, heat the oven to 400 degrees.
Step 9
Prepare the topping: If using orange blossom water, stir 1½ teaspoons into ¼ cup/60 grams water in a small bowl. Add the flour and stir into a smooth paste. Transfer to a pastry bag or resealable plastic bag and snip a ⅓-inch hole in one corner. Pipe lines across the centers of the balls in one direction and then again in the opposite direction so that each ball has a cross.
Step 10
Bake until risen and browned, 20 to 22 minutes. The internal temperature of a center bun should register 190 degrees. While the buns are baking, heat the sugar and 1 tablespoon water in a small saucepan over medium until the sugar dissolves. Remove from the heat and stir in the remaining ¼ teaspoon orange blossom water, if using. As soon as the buns come out of the oven, brush the syrup evenly over them. Serve hot, warm or at room temperature.
You can substitute 4 cups/500 grams all-purpose flour for the bread flour in the dough and ⅓ cup plus 1 tablespoon/50 grams all-purpose flour for the bread flour in the topping. The buns may not rise as high while baking and the crosses may not stand out as much, but the buns will still be delicious.
Use dark or golden raisins, whichever you prefer. If your raisins are dried out, you can make them plump and juicy again by covering them with very hot tap water (or just boiled water) and letting them stand while you prepare the dough, about 10 minutes. Drain well before kneading them into the dough.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023097-hot-cross-buns"
"Salmon Soba Noodles With Ponzu-Scallion Sauce","Noodles,Cabbage,Dashi,Salmon,Dinner,Weekday,Weeknight,Main Course","Yield: 4 servings","8
ounces Napa cabbage, chopped into 1-inch pieces (3 packed cups)
2
tablespoons instant dashi powder (such as Hondashi, see Tip)

Salt and black pepper
12
ounces dry soba noodles
1
cup thinly sliced scallions
3
tablespoons ponzu
2
tablespoons neutral oil, such as safflower or canola oil
1
teaspoon minced fresh ginger
8
ounces firm tofu, cut into ½-inch cubes
1
pound center-cut skinless salmon fillet, halved down the center and each piece sliced crosswise ¼-inch thick
8
ounces daikon, peeled and finely grated (1 cup)","727 user ratings","25 minutes","Step 1
In a large pot, combine cabbage, dashi powder and 8 cups of water, and bring to boil over high heat. Partially cover, reduce heat to medium and simmer, stirring occasionally, until cabbage is tender and flavors have melded, about 10 minutes. Season with salt and pepper to taste.
Step 2
Meanwhile, bring a separate pot of water to a boil and cook soba noodles according to package instructions. Drain and run under cool water to remove excess starch and to stop the cooking. Drain well and divide soba among 4 bowls.
Step 3
In a small bowl, mix scallions with ponzu, oil and ginger and set aside. Once cabbage is tender, add tofu and bring broth back to a gentle simmer. Reduce heat to low and arrange salmon slices on top so that they’re slightly overlapping and just covered by the broth. Cover and cook until salmon is just opaque throughout, 1½ to 2 minutes. (The fish will continue to cook off the heat.)
Step 4
Divide broth and salmon among the 4 bowls. Top each serving with some of the grated daikon and spoon some of the ponzu-scallions sauce over the fish and broth. Serve warm with any remaining ponzu-scallion sauce on the side.
Dashi powder instantly adds depth, umami and smokiness, but a small piece of dried kelp can work as a substitute in a bind. (Just discard it once the broth is done.) The Hondashi brand is widely available in Asian markets or online.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023113-salmon-soba-noodles-with-ponzu-scallion-sauce"
"Crispy Baked Chicken","American,Poultry,Chicken,Chicken Leg,Paprika,Dinner,Lunch,Main Course","Yield: 4 servings","4
teaspoons dark brown sugar
2
teaspoons smoked paprika
1½
teaspoons kosher salt (Diamond Crystal)
½
teaspoon black pepper

A heaping ¼ teaspoon ground cayenne
4
chicken leg quarters (about 2 ½ to 3 pounds), patted dry","1077 user ratings","1 hour 20 minutes","Step 1
Heat the oven to 325 degrees. In a small bowl, stir together the brown sugar, paprika, salt, black pepper and cayenne with a fork or your fingers. Rub the spice mix all over the chicken. (You can do this step 1 to 12 hours ahead. Refrigerate uncovered, then bring to room temperature before cooking.)
Step 2
Place the chicken on a parchment-lined baking sheet, skin side up. Bake, without flipping, until the chicken is cooked through and the skin is crisp, 1 hour to 1 hour 15 minutes. Eat the chicken with pan drippings spooned over top.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023115-crispy-baked-chicken"
