"title","tag","serving","ingredients","rating","time","instructions","link"
"Vegetarian Reuben Sandwich","Sandwiches,Ground Coriander,Ketchup,Mayonnaise,Pickle,Sauerkraut,Swiss Cheese,Dinner,Easy,For One,Lunch,Quick,Weeknight,Main Course,Vegetarian","Yield: 1 sandwich","1
tablespoon mayonnaise
1
tablespoon ketchup
½
teaspoon hot sauce, or to taste
¼
teaspoon ground coriander

Salt and pepper
2
slices rye bread
2
slices Swiss cheese
½
tablespoon unsalted butter
¼
cup thinly sliced white onion or shallot
½
cup very well drained and squeezed sauerkraut
1
dill pickle, sliced, or 2 dill pickle sandwich slices","600 user ratings","15 minutes","Step 1
In a small bowl, stir together the mayonnaise, ketchup, hot sauce and coriander. Season with salt and pepper. Taste and adjust pepper and hot sauce until the dressing is just a bit too intense, as it will be tamed by the sandwich fillings.
Step 2
Spread the dressing on both slices of bread. Reserve the bowl and any remaining dressing. Top each bread slice with a slice of Swiss cheese. In a large skillet, melt the butter over medium-low. Add the bread, cheese side up. Swirl the bread slices around the skillet to mop up the butter. Cover the skillet and cook until the cheese is melted and the bread is golden, 4 to 5 minutes. Meanwhile, add the onion and a pinch of salt to the reserved bowl and stir to coat in the residual dressing.
Step 3
Top one slice of bread with the sauerkraut, pickles and onions. Flip the other slice on top of the fillings and press lightly to adhere. Cook for just a minute on each side until the sandwich has melded. Cut and eat warm.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024029-vegetarian-reuben-sandwich"
"Pork Tocino","Filipino,Meat,Boneless Pork Shoulder,Pineapple Juice,Plan Ahead,Red Beet,Breakfast,Dinner,Lunch,Main Course","Yield: 4 to 6 servings","½
cup packed brown sugar
⅓
cup pineapple juice
⅓
cup beet juice
2
tablespoons soy sauce
5
large garlic cloves, minced
½
pound boneless pork shoulder, excess fat discarded, cut into ¼-inch-thick slices
2
tablespoons neutral oil, such as canola

Garlic fried rice, fried or scrambled eggs, and sliced tomatoes, for serving","40 user ratings","20 minutes, plus 24 hours’ marinating","Step 1
In a large bowl, whisk together the brown sugar, pineapple juice, beet juice, soy sauce and garlic until the sugar has completely dissolved. Add the sliced pork and massage it with the marinade until coated. Cover, refrigerate and let marinate for at least 24 hours and up to 2 days.
Step 2
Take the pork out of the marinade, letting the excess drip off, and transfer the pork to a plate. In a nonstick pan on medium-low heat, add the oil. Place the pieces of pork in the pan while the pan is still cold, making sure not to overcrowd it. (You may need to cook in batches.) Cook on one side for about 2 minutes, then turn and cook on the other side for another 1 to 2 minutes, until the pork starts to develop a nice caramelized color. Continue to cook, turning frequently, until caramelized on both sides and the meat is fully cooked, 5 to 7 minutes total per batch. (If the pork seems to be browning too quickly, turn the heat down.)
Step 3
Transfer the cooked meat to a plate and repeat with the remaining pork. Serve hot, with fried rice, eggs and tomatoes.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023915-pork-tocino"
"Jicama Fruit Salad","Mexican,Basil,Cilantro,Cucumber,Dill,Extra Virgin Olive Oil,Lettuce,Lime Juice,Orange,Parsley,Pineapple,Red Onion,Salad,Serrano,Dinner,Lunch,Appetizer,Side Dish,Vegan","Yield: 4 servings","For the Vinaigrette
½
cup avocado oil or extra-virgin olive oil
¼
cup lime juice
1
small garlic clove, finely chopped
½
serrano chile, finely chopped
1
tablespoon Tajín
1
teaspoon fine sea salt
For the Salad
¼
cup pepitas (pumpkin seeds)
1
small jicama (about 8 ounces)
¼
small pineapple
2 to 3
Persian cucumbers (about 4 ounces total) or ¼ seedless cucumber
2
navel oranges
1 to 2
heads little gem lettuce, depending on size (or use hearts of romaine)
1
small red onion
1
serrano chile

Tender herbs (such as small leaves of basil, cilantro, dill and/or parsley) or microgreens

Edible flowers (optional)
4
teaspoons Tajín

Flaky sea salt (such as Maldon), for sprinkling","24 user ratings","50 minutes","Step 1
Make the vinaigrette: In the jar of an immersion blender or in a standard blender, purée the avocado oil, lime juice, garlic, serrano chile, tajín and salt until smooth and emulsified. (Alternatively, combine the ingredients in a jar, cover and shake well to combine.) Set aside.
Step 2
Prepare the salad: Heat the pumpkin seeds in a small skillet over low, stirring occasionally, until fragrant and lightly golden, about 4 minutes. Transfer to a small plate and set aside to cool.
Step 3
Using a sharp knife, trim the ends and peel off the brown skin from the jicama. Trim and peel the pineapple. Cut the jicama and pineapple lengthwise in half. Using a mandoline or a sharp chef’s knife, cut the jicama, pineapple and cucumbers into very thin slices (about 24 slices of jicama and 16 slices of pineapple). Using a sharp knife, remove the peel and pith from the oranges, then cut them into 8 slices each. Separate the leaves of the lettuce (you should have at least 20). Thinly slice the onion into rings and save the small ones from the center (save the remainder for another use). Thinly slice the serranos.
Step 4
Divide the jicama slices among 4 large plates, followed by the pineapple, cucumber and orange slices. Top with the lettuce leaves, then 2 or 3 red onion rings each, the toasted pepitas and serrano slices. Sprinkle with the herbs and flowers, if using, and finish with the tajín, a drizzle of dressing and some flaky salt at the end. (Alternatively, layer the ingredients on a large wide platter.) Serve any remaining dressing on the side.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024053-jicama-fruit-salad"
"Chicken Doria ","Japanese,Casseroles,Chicken Thigh,Dashi,Mozzarella,Parmesan,Rice,Spinach,Dinner,Main Course","Yield: 4 servings","1
pound boneless, skinless chicken thighs, cut into bite-size pieces

Salt and pepper
1
tablespoon olive oil
½
onion, diced
4
fresh shiitake mushrooms, stems discarded, caps diced
1
carrot, diced
2
garlic cloves, grated
3
tablespoons sake
2½
cups dashi
3
tablespoons tonkatsu sauce
1
teaspoon prepared karashi (Japanese hot mustard)
1
tablespoon unsalted butter, plus more for the dish
2
(10-ounce) packages chopped frozen spinach, thawed and squeezed dry
5
cups cooked Japanese short-grain rice, warmed if necessary, see Tip
½
cup grated Parmesan
½
cup grated mozzarella
2
tablespoons panko

Parsley, chopped, for garnish","944 user ratings","1 hour 15 minutes","Step 1
Sprinkle the chicken thighs with 1 teaspoon salt, then set aside. Meanwhile, in a wide pan or skillet, heat the oil over medium. Add the onion and cook, stirring, until softened, 1 to 2 minutes. Add the mushrooms and carrot and cook, stirring occasionally, until softened, 4 to 6 minutes. Stir in the garlic and cook until fragrant, about 20 seconds.
Step 2
Add the chicken and then the sake. Cook, stirring occasionally, until the meat is no longer pink on the outside, about 5 minutes.
Step 3
Pour in the dashi; it should just cover the ingredients. Stir in the tonkotsu sauce and karashi and bring the liquid to a boil. Bring the heat back down to maintain a lively simmer, then stir in the butter and cook until the sauce’s liquid is slightly thickened , 30 to 35 minutes.
Step 4
Meanwhile, butter one 2-quart broiler-safe casserole dish or several ramekins. Heat the broiler with the rack 6 inches from the heat source.
Step 5
Stir the spinach into the pan. Taste the mixture and season with salt and pepper accordingly. Add the cooked rice to the prepared casserole and spread in an even layer. Spoon the chicken mixture evenly on top of the rice, then top with the Parmesan, mozzarella and panko.
Step 6
Broil the dish on high for at least 3 minutes, until cheese has melted and turned the shade of your preference. (But watch it to make sure it doesn’t burn.) Garnish with chopped parsley and serve immediately.
1⅔ cups raw short-grain rice will yield about 5 cups cooked. You can follow this recipe, using 1⅔ cups rice and 1⅔ cups water.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024007-chicken-doria"
"Air-Fryer Tofu","Beans,Air Fryer,Potato Starch,Small Plate,Tofu,Dinner,For Two,Lunch,Quick,Weeknight,Appetizer,Main Course,Vegan","Yield: 2 servings","14
ounces medium or medium-firm tofu (if unavailable, go with firm), drained
½
cup potato starch
1½
teaspoons kosher salt

Freshly cracked black pepper

Nonstick cooking spray
¼
cup light or dark brown sugar
3
tablespoons rice vinegar
3
tablespoons low-sodium soy sauce
½
teaspoon sambal oelek or sriracha

Sliced scallions (optional), for serving","692 user ratings","30 minutes","Step 1
Heat air fryer to 375 degrees, if preheating is recommended for your air fryer.
Step 2
Wrap the drained tofu in a clean kitchen towel or in a few layers of paper towels. Place on a plate and weigh down tofu with something heavy, like a glass bowl, skillet or can, and allow to drain for at least 10 minutes and up to 30 minutes.
Step 3
While the tofu drains, in a large, wide bowl, combine the potato starch, salt and pepper. Unwrap the tofu and pat dry once more. Cut the tofu into ¾-inch cubes and add to the potato starch mixture. Use your fingers to gently toss until coated.
Step 4
Spray the air fryer basket with cooking spray. Place the tofu in the air fryer basket, shaking off any excess potato starch while transferring. Once the tofu is in the air fryer basket, spray once more with the cooking spray to prevent clumping. Cook until tofu becomes slightly puffed, about 10 minutes. Use tongs to move tofu pieces around the basket. Continue to cook until lightly browned in some spots and crisped all around, about 10 minutes.
Step 5
Discard the potato starch from the large bowl, wipe it clean and set it aside. While the tofu cooks, make the sauce: In a small skillet, combine the brown sugar, vinegar and soy sauce over medium heat. Cook, stirring occasionally, until the sauce thickens slightly and clings lightly to the back of a spoon, about 5 minutes. Remove from the heat and stir in the sambal.
Step 6
Return the crispy tofu to a large bowl. Pour the soy glaze over the tofu; toss to coat. Transfer to a serving plate and top with scallions, if using.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023975-air-fryer-tofu"
"Brussels Sprouts Amatriciana","Sandwiches,Bacon,Brussels Sprout,Crushed Canned Tomato,Sourdough,Dinner,Easy,Lunch,Quick,Weeknight,Main Course","Yield: 4 servings","4
long, thick (about 1-inch) slices of crusty bread (such as sourdough)
3
tablespoons olive oil, plus more for drizzling and serving
8
ounces thick-cut bacon (4 to 6 slices), chopped
1
pound small to medium brussels sprouts, trimmed and halved

Salt and pepper
1
(28-ounce) can crushed tomatoes
1
garlic clove (optional), finely chopped
1
teaspoon red-pepper flakes

Chopped parsley, for serving

Grated Pecorino Romano, for serving","118 user ratings","35 minutes","Step 1
Place the bread on a sheet pan, drizzle with olive oil on both sides and toast under the broiler (flipping halfway through) until crisp and golden brown yet still slightly soft in the middle, about 5 minutes. Set aside. (Alternatively, you can toast the oiled bread in the oven at 350 degrees for 10 to 15 minutes.)
Step 2
Heat 2 tablespoons of olive oil in a large (at least 12-inch) skillet over medium-high. Once hot, add the chopped bacon and cook, stirring occasionally, until bacon is golden brown and crispy, about 8 minutes. Turn off heat. Using a slotted spoon, transfer bacon to a paper towel-lined plate. Leave 4 tablespoons of fat in the pan and discard or save the rest.
Step 3
Turn the heat back on to medium-high, add the brussels sprouts, season with salt and pepper and arrange the brussels sprouts cut sides down. Cook, undisturbed, until well browned underneath, 3 to 5 minutes. Then shake the skillet and continue cooking, stirring frequently until the cores are tender, about 4 minutes more.
Step 4
Turn the heat down to medium-low, slowly stir in ½ cup water, then the crushed tomatoes, garlic (if using), the red-pepper flakes and half of the bacon and stir well to combine. Cover and cook, stirring 2 to 3 times, until the sprouts are tender and the sauce smoky and rich, 10 to 15 minutes. If the mixture seems a bit thick, stir in more water, 1 tablespoon at a time. Season the sauce with salt, if needed, and turn off the heat.
Step 5
Serve over the toasts; top with the reserved bacon, chopped parsley and grated cheese.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023883-brussels-sprouts-amatriciana"
"Chicken Fajitas","American,Mexican,Chicken,Chipotles In Adobo,Cumin,Fajitum,Smoked Paprika,Tortilla,Dinner,Easy,For Two,Lunch,Weekday,Main Course","Yield: 4 servings","6
tablespoons olive oil
1
lime, zested and juiced (about 2 teaspoons zest and 2 tablespoons juice)
1 to 2
chipotle chiles in adobo, to taste, coarsely chopped
2
teaspoons ground cumin or crushed cumin seeds
1
teaspoon smoked paprika

Kosher salt and black pepper
1½
pounds boneless, skinless chicken breasts or thighs, cut into ½-inch-thick slices
3
bell peppers, any color or a combination
1
large red onion
8
flour tortillas, plus more as needed","2013 user ratings","40 minutes","Step 1
Heat the oven to 425 degrees. In a medium bowl, stir together 4 tablespoons oil, the lime zest and juice, chipotle chiles, cumin and paprika with 1½ teaspoons salt and ¼ teaspoon pepper. Add the chicken, toss to coat and set aside to marinate while you prepare the vegetables.
Step 2
Cut bell peppers in half lengthwise, remove stem and seeds and cut into ¼-inch slices. Peel and halve the onion and cut it into ¼-inch slices. On a sheet pan, toss the bell peppers and onion with the remaining 2 tablespoons oil, ½ teaspoon salt and ¼ teaspoon pepper.
Step 3
Gently shaking off excess marinade as you go, transfer the chicken to a second sheet pan. Roast the chicken and vegetables until the chicken is cooked through and the peppers are soft, 15 to 20 minutes.
Step 4
Once the chicken is out of the oven, move an oven rack close to the broiler. Turn on the broiler and transfer the sheet pan of vegetables to the rack. Broil until charred to your liking, 2 to 5 minutes.
Step 5
While the vegetables are broiling, place the tortillas directly on a free oven rack until warm, about 1 minute, flipping once halfway through. Wrap the tortillas in a kitchen towel or foil to keep them warm.
Step 6
Serve chicken and vegetables with tortillas and desired toppings.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1020092-chicken-fajitas"
"Gyudon","Japanese,Grains And Rice,Meat,Soups And Stews,Beef,Dashi,Ginger,Mirin,Onion,Sake,Soy Sauce,Sugar,Dinner,Weekday,Main Course,Dairy Free","Yield: 4 servings","1
pound boneless beef rib-eye, excess fat trimmed
1¼
teaspoons instant dashi granules, such as Hondashi
¼
cup soy sauce
¼
cup sake
3
tablespoons mirin
3
tablespoons granulated sugar
1
medium yellow onion (about 9 ounces), halved, then thinly sliced from stem to stem
1½
teaspoons finely grated fresh ginger

Cooked sushi rice (or other white rice), for serving

Pickled red ginger and togarashi, for garnish (optional)","595 user ratings","25 minutes, plus freezing ","Step 1
Cut beef crosswise into 2 pieces, then set your beef in the freezer for at least 1 hour to freeze until firm. Once the beef is very firm, slice it very thinly against the grain, ideally about ⅛-inch thick. Set aside at room temperature.
Step 2
Bring 1¼ cups water to a boil in a large skillet. Whisk in instant dashi until combined.
Step 3
Add the soy sauce, sake, mirin and sugar, stir to combine, and boil over high until flavors meld and mixture starts to reduce, about 8 minutes. Add the sliced onion and cook over medium until onion just starts to soften, about 5 minutes.
Step 4
Stir in the beef and cook, turning the sliced beef frequently using tongs, until beef is just barely cooked and loses any traces of pink, about 3 minutes. Stir in the fresh ginger and cook for 1 more minute.
Step 5
Divide rice among bowls and top with beef mixture and any juices. Serve with pickled ginger and sprinkle with togarashi, if desired.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1020901-gyudon"
"Parmesan Cabbage Soup","Cilantro,Dill,Freezer Friendly,Green Cabbage,Leek,Parmesan,Rice,Soup,Dinner,Easy,Lunch,Weeknight,Main Course,Spring,Winter,Vegetarian","Yield: 4 to 6 servings","2
tablespoons unsalted butter
2
medium leeks, white and light green parts only, halved lengthwise and thinly sliced
3
garlic cloves, minced or finely grated
⅛
teaspoon red-pepper flakes, plus more for serving (optional)
1
small head of green cabbage (about 1¼ pounds), cored and coarsely chopped (about 9 cups)
1½
teaspoons fine sea or table salt, plus more to taste
½
teaspoon freshly ground black pepper, plus more to taste
2
quarts vegetable or chicken stock
1
cup long-grain rice
5
thyme sprigs
2
Parmesan rinds, or use another 2 tablespoons grated cheese
1
lemon
¼
cup grated Parmesan, plus more for serving
1
cup chopped fresh dill or cilantro, or a combination","1091 user ratings","40 minutes","Step 1
In a stock pot or large Dutch oven, melt butter over medium-high heat. Add leeks and cook, stirring occasionally, until soft and lightly golden, 5 to 7 minutes. Stir in garlic and red-pepper flakes (if using), and cook until fragrant, about 1 minute. Add cabbage, salt and pepper, and cook until cabbage wilts slightly and begins to caramelize, about 10 minutes.
Step 2
Stir in stock, rice and thyme. If using the Parmesan rinds, add them now, and bring everything to a simmer. Cook, partly covered, over medium-low heat until cabbage and rice are very tender, 20 to 25 minutes.
Step 3
Discard thyme sprigs and Parmesan rinds. Using a Microplane or other fine grater, grate in the zest from the lemon. Stir in grated Parmesan and dill.
Step 4
Halve the lemon and squeeze in the juice from half of it. Cut the remaining lemon half into wedges for serving. Taste soup and add more salt and pepper, if needed. To serve, ladle into soup bowls, and garnish with more grated cheese, a lemon wedge and more red-pepper flakes, if you like.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024002-parmesan-cabbage-soup"
"Lemony Fish and Orzo Soup","One Pot,Black Sea Bass,Clam Juice,Cod,Egg,Leek,Lemon Juice,Orzo,Soup,Dinner,Easy,Lunch,Quick,Weeknight,Appetizer,Main Course","Yield: 4 servings","3
tablespoons unsalted butter
1
medium leek, white and light green parts only, halved lengthwise and thinly sliced
½
cup thinly sliced scallions, plus more for garnish

Kosher salt and black pepper
3
garlic cloves, thinly sliced
¾
cup orzo
1
cup bottled clam juice
2
large eggs
2
tablespoons lemon juice
1½
pounds skinless black sea bass or cod fillets, cut into 2-inch pieces
1
tablespoon peeled, grated ginger

Crusty bread, for serving","486 user ratings","30 minutes","Step 1
In a large Dutch oven, melt butter over medium. Add leeks and scallions, season with salt and pepper and cook, stirring occasionally, until softened but not browned, about 5 minutes. Add the garlic and stir until fragrant, 1 minute.
Step 2
Add the orzo, clam juice and 5 cups of water; mix well. Season with salt and pepper and bring to a boil over high heat, stirring occasionally. Cover, reduce heat to medium-low and cook, stirring occasionally, until orzo is just al dente, 6 to 7 minutes.
Step 3
Uncover and reduce heat to low. In a medium bowl, beat eggs with lemon juice until well blended. While whisking constantly, slowly drizzle ½ cup of the hot broth into the eggs until well blended. (It’s OK if some leeks and orzo fall in.) Repeat 2 more times.
Step 4
While whisking the soup in the pot, slowly drizzle in the tempered egg mixture until well incorporated. Add the fish and poach over low heat. (The soup should be at a bare simmer, as boiling will cause the egg mixture to break and curdle.) Cook, stirring frequently, until broth is slightly thickened and fish is opaque throughout, 8 to 10 minutes. Remove from heat, stir in ginger and season with salt and pepper.
Step 5
Divide the soup among bowls, garnish with additional scallions and serve with bread.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023805-lemony-fish-and-orzo-soup"
"T’chicha (Barley and Tomato Soup)","One Pot,North African,Pearl Barley,Soup,Sweet Paprika,Thyme,Tomato,Dinner,Easy,Weeknight,Main Course,Vegan","Yield: 4 to 6 servings","3
tablespoons olive oil, more to serve
1
large yellow onion, diced into ¼-inch pieces
1¼
cups pearl barley
½
(14-ounce) can crushed tomatoes (or 2 medium tomatoes, cored and diced into ½-inch pieces)
2
garlic cloves, grated
2½
teaspoons sweet paprika
1½
teaspoon fine sea salt or more to taste
5
cups vegetable stock (or water)
1
teaspoon dried thyme

Fresh thyme for garnish (optional)","242 user ratings","55 minutes ","Step 1
Add the olive oil to a large pot over medium-low. Add the onion, cover the pan, and cook stirring occasionally, until the onion is soft and translucent, about 7 minutes.
Step 2
Add the pearl barley, canned tomatoes, garlic, sweet paprika, salt and stock. Bring to a boil over high. Reduce the heat to low, cover with a lid and leave to simmer for 45 minutes or until the barley is fully cooked. At this stage of the cooking process, you might need to add more water progressively to the pot to achieve a soup consistency.
Step 3
Stir in the dried thyme, taste, and adjust the seasoning with salt if necessary. Serve immediately with a generous drizzle of olive oil and a couple of fresh thyme sprigs, if desired.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024017-tchicha-barley-and-tomato-soup"
"Coconut Curry Sweet Potato Soup","Carrot,Cilantro,Coconut Milk,Freezer Friendly,Jalapeno,Make Ahead,Red Curry Paste,Serrano,Soup,Sweet Potato,Unsweetened Coconut,Dinner,Lunch,Main Course,Spring,Winter,Vegan","Yield: 6 to 8 servings","6
tablespoons coconut oil or neutral oil, such as grapeseed
1¾
pounds carrots, peeled and cut into 1-inch cubes (about 5 cups)
1¾
pounds sweet potatoes, peeled and cut into 1-inch cubes (about 5 cups)
5 to 8
tablespoons red curry paste (use the lesser amount if you have a very spicy paste)
2½
teaspoons fine sea or table salt, plus more to taste
½
teaspoon freshly ground black pepper
1
cup unsweetened coconut flakes
1
cup chopped shallots or red onion
1
serrano chile or jalapeño, seeds removed if you like, minced
3
fat garlic cloves, minced or finely grated
2
teaspoons grated fresh ginger
1
quart vegetable stock
2
(13-ounce) cans coconut milk

Fish sauce, for serving (optional)
1
cup chopped cilantro leaves and tender stems, for serving
1
red (Fresno) chile or jalapeño, thinly sliced","180 user ratings","1 hour 15 minutes","Step 1
Heat oven to 400 degrees. In a large bowl, toss together 4 tablespoons coconut oil, the carrots, sweet potatoes, 4 tablespoons red curry paste, 1½ teaspoons salt and the black pepper until the vegetables are well coated with the curry paste. Spread the vegetable mixture in an even layer on two rimmed baking sheets (lined with parchment if you like). Roast, tossing occasionally, until tender and caramelized, about 35 to 45 minutes.
Step 2
Meanwhile, add the coconut flakes to a large soup pot without any oil, and toast, stirring often, until they are fragrant and pale golden at the edges, 1 to 3 minutes. Transfer to a plate to cool.
Step 3
Add remaining 2 tablespoons coconut oil to the pot and heat until it thins out, about 20 seconds. Stir in shallots and the serrano chile, and cook until golden brown, 4 to 6 minutes. Add the garlic, ginger and 1 teaspoon salt, and cook until fragrant, 1 to 2 minutes. Stir in remaining 1 to 4 tablespoons red curry paste until well combined.
Step 4
Add stock, coconut milk and roasted vegetables to the pot. Bring liquid to a simmer. Cook, over medium-low heat, partly covered, for 15 to 20 minutes, until everything is very tender.
Step 5
Use an immersion blender (or a regular blender, working in batches) to purée the soup. Taste and season with salt or fish sauce, if using, to taste. To serve, ladle the soup into bowls and sprinkle with cilantro, toasted coconut flakes and sliced fresh chile.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024000-coconut-curry-sweet-potato-soup"
"Golden Beet Borscht","Eastern European,Beet,Carrot,Cider Vinegar,Freezer Friendly,Ground Coriander,Leek,Make Ahead,Soup,Sour Cream,Yogurt,Dinner,Lunch,Main Course,Spring,Winter,Vegetarian","Yield: 4 to 6 servings","2
tablespoons extra-virgin olive oil
3
medium leeks, white and light green parts diced (about 2½ cups), or use white onion
1
large celery stalk, diced
4
garlic cloves, finely grated or minced
¾
teaspoon ground coriander
½
teaspoon caraway seeds
1½
pounds medium golden beets, peeled and grated or shredded (about 6 cups)
½
pound medium carrots, peeled and grated or shredded (about 1½ cups)
2
teaspoons fine sea or table salt, plus more to taste

Freshly ground black pepper
5
thyme sprigs
6
cups vegetable stock
½
cup coarsely chopped cilantro, dill or parsley, leaves and tender stems, plus more for serving
2
teaspoons apple cider vinegar, plus more to taste
1
lemon

Plain sour cream or whole-milk yogurt, for serving","180 user ratings","50 minutes","Step 1
In a large soup pot, heat oil over medium-high heat. Add leeks and celery, and cook, stirring occasionally, until soft and lightly golden, 5 to 7 minutes. Stir in garlic, coriander and caraway, and cook for 1 minute until fragrant. Add beets, carrots, 2 teaspoons salt, several grinds of pepper and thyme. Stir in stock and bring to a simmer.
Step 2
Cook over medium-low heat, partly covered, until vegetables are very tender, 30 to 40 minutes. Stir in cilantro and vinegar, and squeeze in the juice from half of the lemon. Taste and add more salt, pepper and vinegar, as needed.
Step 3
Cut the remaining lemon half into wedges. To serve, ladle into soup bowls, and garnish with more cilantro, a dollop of yogurt and a lemon wedge.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024001-golden-beet-borscht"
"Loubia (White Bean and Tomato Stew)","Moroccan,Beans,One Pot,Cannellini Bean,Ground Ginger,Ground Turmeric,Plan Ahead,Stew,Sweet Paprika,Tomato,Breakfast,Dinner,Easy,Lunch,Main Course,Side Dish,Vegan","Yield: 6 servings","3
tablespoons olive oil
2
medium yellow onions, halved and sliced
1
pound cannellini beans, soaked overnight and drained (see Tip)
½
(14-ounce) can crushed San Marzano tomatoes (or 2 medium tomatoes, cored and diced into ½-inch pieces)
4
garlic cloves, peeled and grated
3
tablespoons finely chopped parsley
2
teaspoons sweet paprika
1
teaspoon ground ginger
1
teaspoon ground turmeric
1½
teaspoons fine sea salt or more to taste
2½
cups vegetable stock

Bread, for serving
For the Parsley Oil (optional)
4
tablespoons olive oil
1
tablespoon finely chopped flat leaf parsley
1½
teaspoons white wine vinegar

Pinch fine sea salt

Pinch granulated sugar","132 user ratings","1 hour 35 minutes","Step 1
Add the olive oil to a large pot over a medium-low heat. Add the onions, cover the pan, and cook, stirring occasionally, until the onions are soft and translucent, about 7 minutes.
Step 2
Add the beans, tomatoes, garlic, parsley, paprika, ginger, turmeric and salt. Pour in the vegetable stock, cover with a lid and cook until the beans are fully cooked and soft, 1 hour 15 minutes to 1 hour 25 minutes. Keep an eye on the pot towards the end of the cooking process to make sure that the beans don’t dry out and all the stock evaporates (if this happens, add in water progressively to achieve a stew consistency).
Step 3
To make the optional parsley oil, stir together the olive oil, parsley, white wine vinegar, salt and sugar in a small bowl. Cover and keep in the refrigerator until ready to serve, up to 48 hours.
Step 4
Taste the stew and adjust the seasoning with salt if necessary. Serve immediately with a drizzle of parsley oil or olive oil, if desired, and bread on the side.
For a quicker version, use three (16-ounce) cans of cannellini beans instead of dried. Follow the recipe steps as instructed without adding the cannellini beans at the beginning of the cooking process, and use 2 cups of stock instead of 2½. Cook for 45 minutes, then add the rinsed and drained beans. Cook for another 20 minutes and serve.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1024014-loubia-white-bean-and-tomato-stew"
"Slow-Cooker Butter Beans With Pecorino and Pancetta ","Beans,Bacon,Black Pepper,Chicken Broth,Garlic,Lima Bean,Pancetta,Pecorino Romano,Plan Ahead,Slow Cooker,Dinner,Easy,Main Course","Yield: 4 servings","8
ounces dried gigante, butter (lima) or other large beans, soaked overnight and drained
3
cups chicken broth
1
tablespoon olive oil
6
garlic cloves, smashed and chopped
1
teaspoon black pepper, plus more for seasoning
4
ounces pancetta, guanciale or thick-cut bacon, cut into ½- to 1-inch batons

Juice of ½ lemon (about 2 tablespoons)
½
cup (about 1¾ ounces) grated pecorino, plus more for serving","323 user ratings","7 hours and 15 minutes","Step 1
Stir together the beans, broth, olive oil, garlic and 1 teaspoon of the pepper in a 6- to 8-quart slow cooker. Cover and cook on low until the beans are tender, about 7 hours.
Step 2
Put the pancetta in a skillet over medium heat. Cook, stirring often, until the pork has rendered most of its fat and is deep golden brown and crunchy in spots, about 10 minutes. (You may need to lower the heat to medium-low and/or add a spoonful of water to keep the pork from scorching as the fat renders.)
Step 3
Add the pork and its fat, the lemon juice and the pecorino into the beans in the slow cooker. Stir vigorously until the pecorino has completely melted and the sauce has become smooth and emulsified, lightly coating the back of a spoon. Taste and add more pepper if you like. Pass more pecorino and pepper at the table.
Beans should reach a simmer and cook until tender to be safe to eat. If your slow cooker does not reach a simmer on the low setting, increase the heat level to high, and ensure the beans cook at a simmer for at least 15 minutes at some point in the cooking process.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023963-slow-cooker-butter-beans-with-pecorino-and-pancetta"
"Air-Fryer Salmon","Seafood,Air Fryer,Salmon Fillet,Dinner,Easy,For Two,Lunch,Quick,Weeknight,Main Course","Yield: 2 servings","2
(6-ounce) salmon fillets (if using frozen, see Tip), either skin-on or skinless

Olive oil, as needed

Salt and pepper
1
lemon and 1 cup cherry tomatoes (optional)","22 user ratings","15 minutes","Step 1
Heat air fryer to 400 degrees, if preheating is recommended for your air fryer.
Step 2
Pat salmon fillets dry with paper towels. Brush olive oil all over salmon; season with salt and pepper. If using lemon and cherry tomatoes, thinly slice half the lemon crosswise; set the remaining lemon half aside. In a small bowl, add the cherry tomatoes, lemon slices and 1 tablespoon olive oil. season with salt and toss to combine.
Step 3
Place salmon fillets in the air fryer basket, skin-side down. Top with lemon slices and scatter tomatoes around the basket. Cook until salmon skin is crisped and lightly browned, 5 to 7 minutes. Flip the fillets and cook for another 4 to 6 minutes until salmon is cooked through and flakes evenly. Squeeze remaining lemon half over salmon fillets (if using) and serve.
Leave a Private Note on this recipe and see it here.","https://cooking.nytimes.com/recipes/1023976-air-fryer-salmon"
